"lead_id","region","industry","rfm_score","preferences_json","last_updated_at"
"L0002797","LATAM","E‑commerce","0.858","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Email""], ""interests"": [""integration"", ""roi""]}","2025-08-02T01:41:30"
"L0002802","LATAM","Media","0.19","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email""], ""interests"": [""security""]}","2025-06-03T13:49:53"
"L0002803","LATAM","SaaS","0.173","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""SMS""], ""interests"": [""integration"", ""roadmap""]}","2025-05-21T09:09:56"
"L0002804","APAC","SaaS","0.487","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email"", ""Web""], ""interests"": [""integration""]}","2025-06-25T00:52:04"
"L0002805","MEA","FinTech","0.846","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Ads"", ""SMS""], ""interests"": [""pricing"", ""security""]}","2025-07-03T19:18:40"
"L0002806","US","Retail","0.808","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""SMS""], ""interests"": [""roi"", ""roadmap"", ""security""]}","2025-06-06T15:12:03"
"L0002808","LATAM","E‑commerce","0.651","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social""], ""interests"": [""pricing""]}","2025-08-20T07:30:44"
"L0002813","India","E‑commerce","0.947","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web""], ""interests"": [""pricing"", ""case_studies"", ""security""]}","2025-08-21T19:06:00"
"L0002814","US","FinTech","0.015","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social"", ""Email""], ""interests"": [""roi"", ""integration"", ""roadmap""]}","2025-08-26T10:52:03"
"L0002815","India","EdTech","0.173","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Ads"", ""Social""], ""interests"": [""security"", ""pricing"", ""integration""]}","2025-08-12T12:52:24"
"L0002817","APAC","SaaS","0.68","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call"", ""SMS""], ""interests"": [""integration"", ""case_studies""]}","2025-07-09T18:13:15"
"L0002818","APAC","Media","0.801","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email"", ""Ads""], ""interests"": [""case_studies"", ""roadmap"", ""integration""]}","2025-08-26T15:50:57"
"L0002820","LATAM","Retail","0.991","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Ads"", ""SMS""], ""interests"": [""integration""]}","2025-08-28T12:26:21"
"L0002821","US","Media","0.113","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social"", ""Email""], ""interests"": [""roadmap""]}","2025-07-12T13:00:19"
"L0002822","India","FinTech","0.212","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web""], ""interests"": [""integration"", ""security""]}","2025-08-15T19:51:39"
"L0002825","LATAM","Manufacturing","0.922","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Call""], ""interests"": [""integration""]}","2025-08-21T16:40:32"
"L0002826","EU","SaaS","0.656","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email"", ""Web""], ""interests"": [""roadmap"", ""security""]}","2025-08-26T08:25:30"
"L0002828","India","FinTech","0.488","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Call"", ""Web""], ""interests"": [""security"", ""roi"", ""pricing""]}","2025-08-11T18:19:28"
"L0002832","LATAM","EdTech","0.964","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web""], ""interests"": [""pricing"", ""security""]}","2025-08-16T02:58:37"
"L0002834","APAC","HealthTech","0.713","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads""], ""interests"": [""roi"", ""security""]}","2025-08-04T08:41:33"
"L0002835","EU","Manufacturing","0.769","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web"", ""Call""], ""interests"": [""roi""]}","2025-08-23T08:13:05"
"L0002836","MEA","EdTech","0.549","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call""], ""interests"": [""case_studies""]}","2025-07-22T03:08:39"
"L0002837","India","SaaS","0.737","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social"", ""Ads""], ""interests"": [""integration"", ""case_studies"", ""pricing""]}","2025-06-11T20:08:34"
"L0002838","US","FinTech","0.85","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads""], ""interests"": [""security"", ""roadmap""]}","2025-05-25T04:38:35"
"L0002840","India","HealthTech","0.485","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""SMS"", ""Email""], ""interests"": [""case_studies"", ""roi""]}","2025-08-10T19:51:01"
"L0002841","EU","Retail","0.954","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Email"", ""Social""], ""interests"": [""integration""]}","2025-08-19T18:40:03"
"L0002842","India","Retail","0.527","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web"", ""Call""], ""interests"": [""roadmap"", ""integration"", ""roi""]}","2025-08-10T07:07:18"
"L0002846","MEA","FinTech","0.368","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Call""], ""interests"": [""integration"", ""pricing""]}","2025-07-23T02:42:35"
"L0002849","APAC","EdTech","0.976","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads""], ""interests"": [""roadmap"", ""pricing""]}","2025-08-09T02:29:25"
"L0002850","EU","FinTech","0.644","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web"", ""Social""], ""interests"": [""roi""]}","2025-08-26T06:52:10"
"L0002851","LATAM","Retail","0.892","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social"", ""Web""], ""interests"": [""integration"", ""roi"", ""roadmap""]}","2025-07-16T22:46:32"
"L0002853","EU","Retail","0.068","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call""], ""interests"": [""security"", ""roi"", ""integration""]}","2025-08-04T22:11:46"
"L0002854","APAC","Manufacturing","0.892","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""SMS"", ""Ads""], ""interests"": [""pricing""]}","2025-08-04T16:41:44"
"L0002855","US","FinTech","0.659","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web"", ""Ads""], ""interests"": [""pricing"", ""roadmap"", ""case_studies""]}","2025-07-28T21:50:45"
"L0002857","India","SaaS","0.467","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads""], ""interests"": [""roadmap""]}","2025-08-08T00:36:09"
"L0002859","EU","EdTech","0.475","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Email"", ""Web""], ""interests"": [""security"", ""integration"", ""pricing""]}","2025-08-11T10:41:59"
"L0002861","APAC","SaaS","0.793","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social""], ""interests"": [""integration""]}","2025-06-23T03:17:44"
"L0002863","LATAM","Media","0.599","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Email""], ""interests"": [""roi"", ""pricing""]}","2025-07-13T06:24:06"
"L0002865","India","SaaS","0.924","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Call"", ""Social""], ""interests"": [""case_studies"", ""security"", ""roadmap""]}","2025-07-19T15:30:01"
"L0002866","EU","Manufacturing","0.233","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Call""], ""interests"": [""case_studies"", ""roadmap""]}","2025-07-24T19:30:02"
"L0002867","MEA","EdTech","0.996","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads"", ""Email""], ""interests"": [""roi"", ""case_studies""]}","2025-07-15T22:26:32"
"L0002870","EU","E‑commerce","0.991","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Social""], ""interests"": [""pricing""]}","2025-07-28T08:06:35"
"L0002874","APAC","SaaS","0.276","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web""], ""interests"": [""roadmap"", ""case_studies""]}","2025-06-10T00:57:09"
"L0002875","US","EdTech","0.405","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Call"", ""Social""], ""interests"": [""roadmap"", ""pricing"", ""security""]}","2025-08-15T18:34:26"
"L0002876","India","EdTech","0.129","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""SMS"", ""Web""], ""interests"": [""integration"", ""roadmap"", ""pricing""]}","2025-08-23T14:48:52"
"L0002877","US","Retail","0.942","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web"", ""Ads""], ""interests"": [""roadmap"", ""roi"", ""integration""]}","2025-08-26T13:02:43"
"L0002878","APAC","Media","0.012","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads"", ""Email""], ""interests"": [""case_studies"", ""roadmap""]}","2025-07-24T17:13:03"
"L0002879","EU","Manufacturing","0.169","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads""], ""interests"": [""roi"", ""pricing"", ""case_studies""]}","2025-06-27T03:02:30"
"L0002880","EU","Manufacturing","0.354","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social""], ""interests"": [""pricing"", ""roi""]}","2025-07-01T00:29:16"
"L0002883","LATAM","Retail","0.833","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email"", ""Call""], ""interests"": [""security""]}","2025-06-21T05:17:03"
"L0002884","MEA","Media","0.388","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads""], ""interests"": [""case_studies"", ""security""]}","2025-08-04T09:38:17"
"L0002885","APAC","E‑commerce","0.059","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""SMS"", ""Web""], ""interests"": [""roi"", ""security""]}","2025-08-19T10:37:30"
"L0002886","US","Retail","0.291","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Email"", ""Web""], ""interests"": [""pricing"", ""roadmap""]}","2025-08-27T14:49:43"
"L0002887","APAC","HealthTech","0.284","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social"", ""Email""], ""interests"": [""integration"", ""pricing""]}","2025-08-24T16:13:10"
"L0002888","EU","Retail","0.819","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web""], ""interests"": [""roi""]}","2025-05-14T02:25:18"
"L0002889","LATAM","EdTech","0.799","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email"", ""SMS""], ""interests"": [""roi"", ""pricing""]}","2025-08-28T13:13:45"
"L0002890","MEA","Retail","0.908","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social"", ""Ads""], ""interests"": [""pricing""]}","2025-08-14T16:42:07"
"L0002891","US","SaaS","0.91","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call""], ""interests"": [""integration"", ""security""]}","2025-08-26T08:04:31"
"L0002892","US","Manufacturing","0.706","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads""], ""interests"": [""pricing"", ""case_studies"", ""security""]}","2025-08-24T17:46:13"
"L0002900","MEA","HealthTech","0.06","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web""], ""interests"": [""security"", ""integration""]}","2025-07-14T12:34:24"
"L0002902","EU","Retail","0.518","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads""], ""interests"": [""case_studies"", ""security""]}","2025-08-05T23:37:17"
"L0002903","APAC","FinTech","0.168","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads""], ""interests"": [""pricing"", ""roadmap""]}","2025-08-06T10:11:17"
"L0002904","MEA","Media","0.564","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads""], ""interests"": [""roi"", ""integration""]}","2025-07-31T03:04:40"
"L0002905","LATAM","SaaS","0.099","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Social"", ""Web""], ""interests"": [""security"", ""integration"", ""roi""]}","2025-06-26T16:02:24"
"L0002907","India","E‑commerce","0.363","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Call""], ""interests"": [""pricing"", ""integration""]}","2025-08-07T15:03:33"
"L0002908","EU","EdTech","0.417","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email""], ""interests"": [""roadmap"", ""integration""]}","2025-08-12T16:50:21"
"L0002909","MEA","E‑commerce","0.41","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""SMS""], ""interests"": [""integration""]}","2025-08-07T17:28:47"
"L0002910","APAC","HealthTech","0.045","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social""], ""interests"": [""pricing"", ""case_studies""]}","2025-05-10T19:26:17"
"L0002911","US","HealthTech","0.691","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email"", ""Social""], ""interests"": [""case_studies"", ""pricing""]}","2025-08-28T14:14:17"
"L0002912","US","FinTech","0.413","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads"", ""Email""], ""interests"": [""roi"", ""security"", ""integration""]}","2025-06-12T20:50:42"
"L0002913","MEA","E‑commerce","0.811","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Social"", ""Email""], ""interests"": [""roi"", ""case_studies"", ""roadmap""]}","2025-08-22T23:20:18"
"L0002915","APAC","SaaS","0.356","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Ads""], ""interests"": [""case_studies""]}","2025-08-14T01:21:59"
"L0002916","LATAM","HealthTech","0.147","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""SMS""], ""interests"": [""pricing""]}","2025-07-02T10:31:54"
"L0002917","EU","E‑commerce","0.051","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call"", ""Email""], ""interests"": [""security"", ""case_studies""]}","2025-08-19T09:02:07"
"L0002920","EU","SaaS","0.798","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Ads"", ""Call""], ""interests"": [""case_studies"", ""integration"", ""security""]}","2025-08-13T08:44:42"
"L0002925","India","SaaS","0.92","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Email"", ""SMS""], ""interests"": [""case_studies""]}","2025-08-16T03:38:34"
"L0002927","MEA","EdTech","0.729","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web"", ""Social""], ""interests"": [""case_studies"", ""pricing""]}","2025-06-27T17:16:53"
"L0002929","MEA","Retail","0.089","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Ads""], ""interests"": [""integration""]}","2025-08-23T02:27:11"
"L0002932","US","FinTech","0.152","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Email""], ""interests"": [""security"", ""case_studies"", ""pricing""]}","2025-07-27T10:47:45"
"L0002934","US","HealthTech","0.801","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social""], ""interests"": [""roi"", ""roadmap"", ""integration""]}","2025-07-29T14:18:13"
"L0002936","EU","E‑commerce","0.288","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""SMS""], ""interests"": [""roi"", ""integration""]}","2025-06-05T04:48:13"
"L0002938","EU","SaaS","0.47","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web"", ""Email""], ""interests"": [""case_studies"", ""roadmap""]}","2025-06-21T01:37:24"
"L0002939","EU","Retail","0.21","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Web""], ""interests"": [""case_studies"", ""security""]}","2025-08-19T10:07:07"
"L0002940","EU","HealthTech","0.497","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""SMS"", ""Web""], ""interests"": [""roi"", ""pricing""]}","2025-05-15T20:34:46"
"L0002941","EU","EdTech","0.371","{""best_contact_time"": ""16:00-18:00"", ""preferred_channels"": [""Web"", ""Call""], ""interests"": [""roadmap""]}","2025-08-21T00:41:42"
"L0002942","US","Retail","0.236","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Email""], ""interests"": [""roi"", ""integration"", ""case_studies""]}","2025-08-28T22:19:03"
"L0002943","EU","Media","0.974","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Call"", ""SMS""], ""interests"": [""pricing""]}","2025-05-16T07:02:43"
"L0002944","MEA","Retail","0.57","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call"", ""SMS""], ""interests"": [""roadmap"", ""pricing""]}","2025-07-15T19:09:19"
"L0002945","India","HealthTech","0.389","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Call"", ""Social""], ""interests"": [""case_studies"", ""pricing"", ""roi""]}","2025-08-16T06:25:10"
"L0002946","India","FinTech","0.519","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Web""], ""interests"": [""integration"", ""case_studies"", ""pricing""]}","2025-08-24T09:54:44"
"L0002947","APAC","SaaS","0.785","{""best_contact_time"": ""13:00-15:00"", ""preferred_channels"": [""Email""], ""interests"": [""integration"", ""security"", ""roadmap""]}","2025-08-08T21:13:45"
"L0002948","EU","Media","0.269","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social"", ""Ads""], ""interests"": [""security""]}","2025-06-05T04:11:33"
"L0002949","APAC","SaaS","0.238","{""best_contact_time"": ""09:00-11:00"", ""preferred_channels"": [""Social""], ""interests"": [""pricing"", ""security""]}","2025-07-16T13:15:55"
