"resource_uri","timestamp","scope","operation","success","actor"
"kg://graph","2025-05-11T12:40:21","consolidate","QUERY","True","Agent-Client"
"db://campaigns","2025-06-08T07:02:51","consolidate","MERGE","True","MCP-Server"
"kg://graph","2025-07-03T02:04:16","consolidate","QUERY","False","MCP-Server"
"cache://memory","2025-07-11T11:49:07","read","MERGE","True","Optimizer-Worker"
"kg://graph","2025-07-25T08:03:19","search","INSERT","False","Optimizer-Worker"
"analytics://events","2025-07-23T04:46:40","consolidate","INSERT","True","Agent-Client"
"analytics://events","2025-06-03T19:43:20","write","UPDATE","True","Optimizer-Worker"
"kg://graph","2025-08-19T01:56:27","consolidate","SELECT","True","Optimizer-Worker"
"analytics://events","2025-07-23T15:05:46","read","UPDATE","True","Agent-Client"
"analytics://events","2025-06-17T18:16:34","search","UPDATE","True","Optimizer-Worker"
"kg://graph","2025-07-14T03:20:20","consolidate","UPDATE","True","MCP-Server"
"cache://memory","2025-07-01T10:40:37","read","SELECT","True","Agent-Client"
"analytics://events","2025-08-03T06:45:57","search","QUERY","False","Agent-Client"
"db://interactions","2025-07-23T05:04:31","write","INSERT","True","Optimizer-Worker"
"db://interactions","2025-07-05T01:25:13","write","SELECT","True","MCP-Server"
"kg://graph","2025-06-25T07:45:22","search","INSERT","False","MCP-Server"
"db://campaigns","2025-07-17T03:12:12","consolidate","QUERY","True","MCP-Server"
"cache://memory","2025-05-06T00:44:20","search","SELECT","True","Optimizer-Worker"
"kg://graph","2025-05-18T11:47:26","consolidate","SELECT","False","Agent-Client"
"db://leads","2025-08-24T09:44:13","write","SELECT","True","Optimizer-Worker"
"db://interactions","2025-06-27T16:11:35","read","INSERT","False","Optimizer-Worker"
"analytics://events","2025-05-17T01:36:08","read","INSERT","True","Agent-Client"
"kg://graph","2025-05-14T21:21:21","search","UPSERT","True","Agent-Client"
"kg://graph","2025-08-28T06:58:14","search","INSERT","True","Optimizer-Worker"
"analytics://events","2025-06-24T07:21:08","read","SELECT","True","MCP-Server"
"db://leads","2025-05-01T14:20:10","read","QUERY","True","Agent-Client"
"analytics://events","2025-07-05T00:23:11","write","INSERT","True","MCP-Server"
"cache://memory","2025-07-24T08:49:47","consolidate","SELECT","True","Agent-Client"
"cache://memory","2025-07-16T10:37:30","consolidate","MERGE","True","Agent-Client"
"kg://graph","2025-05-26T23:32:15","write","SELECT","True","Optimizer-Worker"
"analytics://events","2025-05-31T18:35:17","search","SELECT","False","Optimizer-Worker"
"analytics://events","2025-06-01T16:23:59","search","INSERT","True","MCP-Server"
"db://campaigns","2025-06-21T22:54:35","read","SELECT","False","Agent-Client"
"db://interactions","2025-05-01T06:14:39","search","UPSERT","True","Optimizer-Worker"
"cache://memory","2025-07-13T08:07:13","read","INSERT","True","Optimizer-Worker"
"db://campaigns","2025-06-16T22:02:09","search","UPDATE","False","Optimizer-Worker"
"cache://memory","2025-05-21T11:14:41","read","INSERT","True","Optimizer-Worker"
"db://interactions","2025-08-24T13:37:54","search","MERGE","False","Optimizer-Worker"
"cache://memory","2025-05-09T17:26:52","read","UPDATE","True","Optimizer-Worker"
"kg://graph","2025-07-23T05:03:52","read","UPDATE","False","Agent-Client"
"db://interactions","2025-06-30T05:57:50","consolidate","INSERT","False","MCP-Server"
"analytics://events","2025-05-11T18:04:01","write","UPDATE","True","Optimizer-Worker"
"cache://memory","2025-06-26T20:03:44","read","QUERY","True","MCP-Server"
"kg://graph","2025-05-01T07:29:44","consolidate","UPDATE","True","Agent-Client"
"db://campaigns","2025-08-27T17:27:59","read","MERGE","True","Optimizer-Worker"
"cache://memory","2025-06-22T09:31:18","write","SELECT","True","MCP-Server"
"cache://memory","2025-06-17T15:07:56","consolidate","MERGE","False","MCP-Server"
"db://interactions","2025-08-05T04:07:22","consolidate","SELECT","True","MCP-Server"
"db://campaigns","2025-06-21T17:13:04","search","INSERT","True","Agent-Client"
"db://leads","2025-08-28T08:14:14","write","INSERT","False","Optimizer-Worker"
"db://interactions","2025-07-15T01:28:18","write","MERGE","True","MCP-Server"
"cache://memory","2025-05-28T18:04:21","consolidate","UPSERT","True","Optimizer-Worker"
"db://interactions","2025-05-25T23:02:07","consolidate","INSERT","True","Optimizer-Worker"
"db://interactions","2025-07-01T09:45:45","write","INSERT","True","Optimizer-Worker"
"analytics://events","2025-05-25T14:27:45","search","INSERT","True","Optimizer-Worker"
"db://interactions","2025-06-04T14:48:14","read","UPDATE","True","MCP-Server"
"kg://graph","2025-05-10T10:14:21","consolidate","UPSERT","True","MCP-Server"
"kg://graph","2025-05-22T15:54:39","read","INSERT","False","Optimizer-Worker"
"db://campaigns","2025-07-19T03:09:45","read","UPDATE","True","Agent-Client"
"analytics://events","2025-06-08T00:33:56","consolidate","SELECT","False","Optimizer-Worker"
"db://interactions","2025-08-18T07:22:21","consolidate","UPSERT","False","Agent-Client"
"cache://memory","2025-07-30T14:26:46","read","UPDATE","True","Optimizer-Worker"
"analytics://events","2025-05-05T03:13:50","consolidate","UPDATE","False","MCP-Server"
"analytics://events","2025-06-05T20:03:53","consolidate","UPSERT","False","Optimizer-Worker"
"cache://memory","2025-07-05T04:16:36","write","INSERT","False","Optimizer-Worker"
"db://interactions","2025-05-24T23:22:34","consolidate","SELECT","False","Agent-Client"
"cache://memory","2025-06-23T11:01:11","consolidate","SELECT","True","Agent-Client"
"db://campaigns","2025-06-26T04:48:19","read","MERGE","True","MCP-Server"
"db://campaigns","2025-07-03T09:55:12","read","INSERT","True","MCP-Server"
"kg://graph","2025-07-31T15:35:38","search","QUERY","True","MCP-Server"
"analytics://events","2025-08-13T10:45:55","read","INSERT","True","Optimizer-Worker"
"kg://graph","2025-05-14T20:41:47","consolidate","UPDATE","True","Agent-Client"
"db://leads","2025-08-11T23:33:48","consolidate","QUERY","True","Optimizer-Worker"
"db://interactions","2025-08-01T23:54:39","read","INSERT","False","Optimizer-Worker"
"cache://memory","2025-05-18T15:39:51","search","MERGE","False","Agent-Client"
"db://campaigns","2025-06-26T11:50:54","read","MERGE","False","MCP-Server"
"analytics://events","2025-05-17T13:28:16","consolidate","MERGE","True","Agent-Client"
"analytics://events","2025-06-18T08:24:27","read","MERGE","True","Agent-Client"
"cache://memory","2025-07-17T04:02:16","read","QUERY","True","Optimizer-Worker"
"db://leads","2025-05-18T07:55:47","search","MERGE","True","MCP-Server"
"analytics://events","2025-05-08T18:38:07","write","MERGE","False","Optimizer-Worker"
"kg://graph","2025-07-12T19:27:14","search","SELECT","True","Agent-Client"
"db://interactions","2025-06-17T09:07:42","read","SELECT","True","Optimizer-Worker"
"kg://graph","2025-08-20T22:07:11","consolidate","QUERY","True","Agent-Client"
"db://interactions","2025-05-12T18:43:52","consolidate","MERGE","False","MCP-Server"
"cache://memory","2025-07-06T03:14:01","read","UPSERT","True","MCP-Server"
"db://interactions","2025-06-07T21:38:25","search","MERGE","True","Agent-Client"
"cache://memory","2025-07-28T17:42:05","write","INSERT","True","Optimizer-Worker"
"kg://graph","2025-07-08T01:15:26","write","UPDATE","True","Agent-Client"
"db://leads","2025-05-12T11:45:28","read","INSERT","True","Optimizer-Worker"
"db://leads","2025-07-05T19:49:27","write","QUERY","True","Agent-Client"
"analytics://events","2025-07-07T07:38:58","write","INSERT","False","Optimizer-Worker"
"analytics://events","2025-05-27T18:11:08","consolidate","UPDATE","True","MCP-Server"
"db://campaigns","2025-05-03T14:48:57","write","QUERY","True","Agent-Client"
"analytics://events","2025-07-29T13:16:36","write","MERGE","True","Optimizer-Worker"
"db://campaigns","2025-08-12T11:17:22","consolidate","UPDATE","True","Agent-Client"
"cache://memory","2025-06-20T16:28:52","search","QUERY","True","MCP-Server"
"db://campaigns","2025-06-14T23:22:12","consolidate","QUERY","True","Agent-Client"
"cache://memory","2025-07-23T05:01:24","write","QUERY","False","Optimizer-Worker"
"db://leads","2025-08-10T19:44:52","consolidate","UPDATE","True","Agent-Client"
"db://campaigns","2025-05-17T23:30:42","write","UPSERT","True","MCP-Server"
"analytics://events","2025-07-02T00:05:50","consolidate","MERGE","True","Agent-Client"
"db://campaigns","2025-07-05T21:44:06","write","QUERY","False","MCP-Server"
"db://leads","2025-05-26T23:01:02","read","MERGE","True","MCP-Server"
"analytics://events","2025-08-09T13:01:31","read","INSERT","False","MCP-Server"
"analytics://events","2025-05-07T17:37:40","write","SELECT","False","MCP-Server"
"db://interactions","2025-08-24T07:55:59","consolidate","SELECT","True","MCP-Server"
"analytics://events","2025-06-27T19:29:39","search","SELECT","True","Agent-Client"
"db://campaigns","2025-06-30T03:22:32","write","UPDATE","True","Optimizer-Worker"
"db://leads","2025-05-06T05:34:06","search","UPDATE","False","MCP-Server"
"db://campaigns","2025-06-29T18:07:17","write","QUERY","True","Optimizer-Worker"
"kg://graph","2025-08-02T08:57:37","search","QUERY","True","Optimizer-Worker"
"kg://graph","2025-08-19T02:27:49","read","MERGE","False","MCP-Server"
"db://interactions","2025-05-07T00:45:58","write","MERGE","True","MCP-Server"
"cache://memory","2025-08-06T14:54:34","search","SELECT","True","MCP-Server"
"cache://memory","2025-06-16T04:33:50","search","SELECT","True","Agent-Client"
"db://leads","2025-05-12T20:46:33","read","UPSERT","False","Agent-Client"
"db://campaigns","2025-06-24T17:04:50","read","UPSERT","True","Optimizer-Worker"
"kg://graph","2025-08-15T05:49:41","consolidate","INSERT","True","Optimizer-Worker"
"cache://memory","2025-08-09T12:52:01","consolidate","SELECT","False","Agent-Client"
"kg://graph","2025-08-06T17:58:54","consolidate","UPSERT","True","Optimizer-Worker"
"cache://memory","2025-07-13T13:59:20","write","INSERT","False","Optimizer-Worker"
"db://leads","2025-07-16T19:47:37","search","INSERT","True","MCP-Server"
"analytics://events","2025-07-25T06:47:58","read","INSERT","True","Optimizer-Worker"
"db://campaigns","2025-05-26T14:48:51","read","UPDATE","True","Agent-Client"
"db://interactions","2025-05-30T15:19:08","read","SELECT","False","Optimizer-Worker"
"kg://graph","2025-06-09T03:02:30","write","SELECT","True","Agent-Client"
"analytics://events","2025-05-19T22:43:56","search","UPDATE","False","MCP-Server"
"analytics://events","2025-05-04T05:45:41","read","MERGE","False","MCP-Server"
"kg://graph","2025-07-26T07:45:47","read","UPSERT","True","MCP-Server"
"kg://graph","2025-05-13T02:40:20","search","SELECT","True","Agent-Client"
"kg://graph","2025-05-02T07:37:39","write","MERGE","True","MCP-Server"
"db://leads","2025-08-12T15:16:25","search","MERGE","True","Optimizer-Worker"
"db://campaigns","2025-08-18T20:40:46","write","INSERT","False","Optimizer-Worker"
"kg://graph","2025-05-04T01:22:08","search","UPDATE","True","MCP-Server"
"db://campaigns","2025-05-31T14:19:21","read","INSERT","True","Agent-Client"
"db://interactions","2025-05-13T04:53:16","search","UPSERT","True","Agent-Client"
"analytics://events","2025-05-28T00:11:49","consolidate","UPDATE","True","Optimizer-Worker"
"db://interactions","2025-07-06T12:11:48","write","SELECT","True","Agent-Client"
"db://leads","2025-07-03T06:06:26","search","UPSERT","True","Optimizer-Worker"
"db://campaigns","2025-06-06T08:11:14","write","MERGE","False","Agent-Client"
"kg://graph","2025-08-19T15:09:25","write","INSERT","True","MCP-Server"
"db://campaigns","2025-08-11T09:56:36","search","UPDATE","True","Agent-Client"
"db://interactions","2025-07-08T00:35:03","search","UPSERT","True","Optimizer-Worker"
"kg://graph","2025-05-06T18:54:48","write","UPDATE","True","Optimizer-Worker"
"db://leads","2025-08-09T10:56:53","search","QUERY","True","MCP-Server"
"db://interactions","2025-07-14T03:52:15","read","UPSERT","False","MCP-Server"
"kg://graph","2025-07-24T09:34:31","read","MERGE","True","Optimizer-Worker"
"db://interactions","2025-07-21T11:25:02","write","SELECT","True","Optimizer-Worker"
"db://leads","2025-08-12T19:16:42","read","SELECT","True","MCP-Server"
"analytics://events","2025-07-24T05:36:51","search","MERGE","True","Optimizer-Worker"
"cache://memory","2025-05-14T13:52:26","write","INSERT","True","Agent-Client"
"analytics://events","2025-06-01T23:58:49","search","SELECT","True","MCP-Server"
"db://interactions","2025-06-26T06:54:09","search","INSERT","False","MCP-Server"
"db://leads","2025-05-06T20:48:08","read","MERGE","True","MCP-Server"
"kg://graph","2025-05-21T07:13:32","read","INSERT","True","MCP-Server"
"cache://memory","2025-07-03T12:49:37","search","UPSERT","True","MCP-Server"
"db://campaigns","2025-08-16T06:32:17","search","QUERY","False","Optimizer-Worker"
"analytics://events","2025-05-16T15:00:16","read","UPDATE","False","Agent-Client"
"db://leads","2025-06-27T17:17:24","search","QUERY","True","MCP-Server"
"db://campaigns","2025-06-26T08:22:57","read","MERGE","True","Agent-Client"
"analytics://events","2025-06-21T11:42:52","write","INSERT","False","MCP-Server"
"db://interactions","2025-08-10T01:46:36","write","MERGE","True","MCP-Server"
"analytics://events","2025-05-08T09:10:00","read","QUERY","False","Optimizer-Worker"
"db://campaigns","2025-07-05T00:01:03","consolidate","UPSERT","False","Optimizer-Worker"
"cache://memory","2025-08-10T07:55:26","write","UPSERT","True","MCP-Server"
"db://leads","2025-08-26T07:47:22","consolidate","MERGE","True","MCP-Server"
"db://interactions","2025-05-29T12:06:13","search","MERGE","True","Optimizer-Worker"
"analytics://events","2025-06-18T07:29:50","search","MERGE","True","Agent-Client"
"kg://graph","2025-06-15T22:11:04","write","INSERT","False","Optimizer-Worker"
"db://campaigns","2025-07-06T15:56:08","search","QUERY","True","Agent-Client"
"cache://memory","2025-05-28T02:07:56","write","SELECT","True","Agent-Client"
"db://interactions","2025-05-15T15:50:07","consolidate","UPDATE","False","Optimizer-Worker"
"cache://memory","2025-08-13T20:42:53","search","QUERY","True","Agent-Client"
"kg://graph","2025-07-22T08:18:07","search","UPSERT","True","Optimizer-Worker"
"db://leads","2025-05-13T22:23:31","consolidate","QUERY","True","Optimizer-Worker"
"cache://memory","2025-05-07T16:47:53","consolidate","QUERY","True","Optimizer-Worker"
"db://campaigns","2025-06-23T11:14:24","read","MERGE","True","MCP-Server"
"kg://graph","2025-08-15T15:40:35","search","SELECT","True","Agent-Client"
"cache://memory","2025-05-03T19:50:08","read","QUERY","True","Agent-Client"
"db://leads","2025-06-12T12:20:42","read","SELECT","True","Agent-Client"
"cache://memory","2025-06-18T18:46:49","consolidate","QUERY","False","Optimizer-Worker"
"cache://memory","2025-05-09T04:19:25","search","MERGE","True","Optimizer-Worker"
"cache://memory","2025-07-01T11:40:53","search","UPSERT","False","Agent-Client"
"db://interactions","2025-05-21T03:20:08","read","MERGE","True","Agent-Client"
"db://interactions","2025-06-19T22:39:57","search","QUERY","True","Agent-Client"
"db://leads","2025-08-25T13:05:27","consolidate","MERGE","True","Agent-Client"
"db://leads","2025-07-14T00:31:26","consolidate","QUERY","True","MCP-Server"
"db://leads","2025-06-18T09:31:01","write","UPSERT","True","MCP-Server"
"analytics://events","2025-08-14T10:14:40","search","SELECT","True","Optimizer-Worker"
"cache://memory","2025-07-05T14:12:02","read","MERGE","True","Optimizer-Worker"
"db://leads","2025-08-15T18:26:18","write","UPSERT","False","Optimizer-Worker"
"db://campaigns","2025-06-07T10:17:22","consolidate","INSERT","True","Agent-Client"
"kg://graph","2025-07-29T06:43:13","write","MERGE","False","Optimizer-Worker"
"analytics://events","2025-05-06T06:49:18","read","MERGE","True","Agent-Client"
"cache://memory","2025-06-26T18:34:25","consolidate","QUERY","True","MCP-Server"
"kg://graph","2025-08-28T00:03:59","search","MERGE","True","Agent-Client"
"analytics://events","2025-05-15T14:58:18","write","INSERT","True","MCP-Server"
"db://campaigns","2025-06-06T22:58:54","search","UPDATE","True","Optimizer-Worker"
"analytics://events","2025-06-08T07:17:10","read","QUERY","False","Agent-Client"
"analytics://events","2025-05-16T03:07:01","consolidate","UPSERT","True","Optimizer-Worker"
"cache://memory","2025-08-24T20:38:31","consolidate","UPDATE","True","Optimizer-Worker"
"kg://graph","2025-08-12T00:12:48","search","INSERT","True","Optimizer-Worker"
"kg://graph","2025-07-02T02:12:07","read","MERGE","False","Optimizer-Worker"
"cache://memory","2025-07-04T20:22:44","read","UPSERT","False","MCP-Server"
