"action_id","timestamp","conversation_id","lead_id","action_type","source_agent","source_agent_type","dest_agent_type","handoff_context_json","escalation_reason"
"ACT0004524","2025-07-08T13:00:44","C0001401","L0001401","escalate","EN-017","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.65}","none"
"ACT0004525","2025-06-19T12:56:13","C0001401","L0001401","update_template","LT-002","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.99}","complex_request"
"ACT0004526","2025-08-25T11:23:40","C0000713","L0000713","triage","OP-004","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.68}","none"
"ACT0004527","2025-08-14T04:53:47","C0000713","L0000713","optimize","EN-009","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.72}","complaint"
"ACT0004528","2025-08-01T14:26:45","C0000713","L0000713","consolidate_memory","EN-006","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.69}","complaint"
"ACT0004529","2025-08-28T02:15:11","C0002877","L0002878","triage","LT-003","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.69}","complex_request"
"ACT0004530","2025-08-15T06:28:15","C0002877","L0002878","escalate","LT-003","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.78}","none"
"ACT0004531","2025-08-19T20:42:30","C0002877","L0002878","pause_campaign","LT-009","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.76}","none"
"ACT0004532","2025-06-30T16:14:34","C0002527","L0002528","update_segment","OP-004","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.83}","complaint"
"ACT0004533","2025-07-27T20:18:07","C0000210","L0000210","triage","OP-004","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.96}","none"
"ACT0004534","2025-07-02T00:04:38","C0003939","L0003940","update_segment","OP-004","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.89}","complex_request"
"ACT0004535","2025-08-07T14:32:58","C0003939","L0003940","triage","OP-005","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.75}","none"
"ACT0004536","2025-08-03T04:00:23","C0001290","L0001290","update_segment","EN-017","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.76}","high_value"
"ACT0004537","2025-08-07T07:30:25","C0001290","L0001290","optimize","EN-015","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.62}","complex_request"
"ACT0004538","2025-08-01T18:26:21","C0000450","L0000450","handoff","LT-009","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.99}","high_value"
"ACT0004539","2025-08-16T21:05:15","C0004087","L0004088","escalate","OP-007","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.84}","legal"
"ACT0004540","2025-08-20T03:01:01","C0004087","L0004088","pause_campaign","LT-005","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.75}","complex_request"
"ACT0004541","2025-08-19T07:26:35","C0004720","L0004721","pause_campaign","OP-007","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.68}","complex_request"
"ACT0004542","2025-06-08T07:21:32","C0004720","L0004721","escalate","OP-001","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.78}","complaint"
"ACT0004543","2025-08-08T21:56:16","C0004720","L0004721","update_segment","OP-002","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.69}","high_value"
"ACT0004544","2025-08-09T09:20:54","C0001821","L0001821","handoff","EN-015","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.65}","none"
"ACT0004545","2025-07-12T15:47:41","C0001821","L0001821","optimize","EN-015","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.68}","none"
"ACT0004546","2025-08-20T10:23:49","C0001821","L0001821","triage","EN-001","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.8}","high_value"
"ACT0004547","2025-08-14T01:19:19","C0000959","L0000959","update_segment","OP-004","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.74}","legal"
"ACT0004548","2025-05-18T23:15:05","C0000959","L0000959","resume_campaign","OP-007","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.97}","none"
"ACT0004549","2025-05-28T12:07:56","C0000959","L0000959","outreach","OP-006","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.72}","complex_request"
"ACT0004550","2025-06-29T20:08:13","C0000959","L0000959","handoff","EN-007","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.95}","legal"
"ACT0004551","2025-08-02T03:37:12","C0001794","L0001794","triage","LT-006","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.97}","high_value"
"ACT0004552","2025-07-03T12:34:20","C0002043","L0002043","outreach","OP-001","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.64}","none"
"ACT0004553","2025-08-08T13:38:41","C0002043","L0002043","update_template","OP-004","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.94}","legal"
"ACT0004554","2025-08-27T18:11:57","C0002043","L0002043","consolidate_memory","OP-006","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.66}","none"
"ACT0004555","2025-08-17T14:09:45","C0002043","L0002043","outreach","OP-004","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.77}","legal"
"ACT0004556","2025-06-24T09:21:19","C0000655","L0000655","handoff","LT-004","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.81}","high_value"
"ACT0004557","2025-06-08T01:09:40","C0000655","L0000655","optimize","LT-003","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.71}","high_value"
"ACT0004558","2025-05-10T00:56:36","C0000655","L0000655","update_template","LT-003","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.61}","legal"
"ACT0004559","2025-06-18T06:28:21","C0003456","L0003457","escalate","EN-012","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.77}","high_value"
"ACT0004560","2025-06-22T05:49:23","C0003456","L0003457","outreach","EN-014","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.74}","legal"
"ACT0004561","2025-07-05T12:01:43","C0004676","L0004677","optimize","LT-004","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.95}","high_value"
"ACT0004562","2025-07-27T20:40:17","C0003185","L0003186","escalate","EN-004","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.98}","high_value"
"ACT0004563","2025-08-23T01:07:58","C0001761","L0001761","optimize","EN-019","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.96}","none"
"ACT0004564","2025-08-01T13:44:41","C0004734","L0004735","pause_campaign","OP-005","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.71}","complex_request"
"ACT0004565","2025-08-27T12:13:27","C0003556","L0003557","consolidate_memory","OP-004","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.69}","complex_request"
"ACT0004566","2025-08-24T02:09:14","C0003556","L0003557","optimize","EN-005","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.74}","legal"
"ACT0004567","2025-08-21T17:47:03","C0002111","L0002111","update_template","OP-007","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.81}","complaint"
"ACT0004568","2025-08-24T14:35:37","C0002111","L0002111","consolidate_memory","LT-001","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.62}","complaint"
"ACT0004569","2025-08-07T18:57:49","C0002111","L0002111","escalate","OP-004","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.81}","high_value"
"ACT0004570","2025-07-19T14:36:20","C0002111","L0002111","escalate","EN-005","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.61}","none"
"ACT0004571","2025-07-14T22:34:54","C0000412","L0000412","optimize","EN-003","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.72}","high_value"
"ACT0004572","2025-07-19T14:00:20","C0001775","L0001775","resume_campaign","OP-006","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.73}","legal"
"ACT0004573","2025-06-02T08:11:43","C0002498","L0002499","pause_campaign","OP-003","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.65}","complex_request"
"ACT0004574","2025-08-26T21:55:22","C0002649","L0002650","update_template","OP-006","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.8}","complaint"
"ACT0004575","2025-08-25T08:35:30","C0002649","L0002650","update_segment","OP-002","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.89}","high_value"
"ACT0004576","2025-08-07T00:38:07","C0002649","L0002650","triage","OP-001","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.92}","none"
"ACT0004577","2025-08-28T04:52:15","C0002941","L0002942","handoff","OP-006","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.7}","none"
"ACT0004578","2025-08-26T15:49:18","C0002941","L0002942","update_segment","OP-001","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.74}","high_value"
"ACT0004579","2025-07-30T17:21:07","C0002623","L0002624","pause_campaign","OP-004","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.87}","complaint"
"ACT0004580","2025-06-26T20:20:29","C0004311","L0004312","update_segment","OP-005","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.81}","legal"
"ACT0004581","2025-08-08T06:08:40","C0004311","L0004312","update_segment","OP-004","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.69}","complex_request"
"ACT0004582","2025-08-25T00:59:59","C0004311","L0004312","update_template","LT-006","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.69}","complex_request"
"ACT0004583","2025-05-31T17:43:38","C0004311","L0004312","optimize","OP-007","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.95}","high_value"
"ACT0004584","2025-08-05T10:23:25","C0004774","L0004775","pause_campaign","EN-010","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.89}","legal"
"ACT0004585","2025-08-14T10:33:56","C0003699","L0003700","resume_campaign","OP-003","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.68}","none"
"ACT0004586","2025-08-10T05:22:16","C0003699","L0003700","optimize","EN-007","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.6}","none"
"ACT0004587","2025-07-05T15:24:26","C0003699","L0003700","optimize","EN-015","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.65}","legal"
"ACT0004588","2025-07-15T10:15:57","C0002267","L0002268","escalate","EN-011","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.67}","high_value"
"ACT0004589","2025-07-22T22:46:02","C0002267","L0002268","resume_campaign","OP-001","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.7}","high_value"
"ACT0004590","2025-08-14T07:44:42","C0002267","L0002268","optimize","EN-018","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.66}","none"
"ACT0004591","2025-08-08T18:12:41","C0002663","L0002664","resume_campaign","OP-001","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.74}","high_value"
"ACT0004592","2025-08-22T23:41:11","C0002663","L0002664","triage","LT-002","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.96}","legal"
"ACT0004593","2025-08-05T17:57:26","C0002663","L0002664","update_segment","LT-002","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.82}","none"
"ACT0004594","2025-08-07T11:34:15","C0002663","L0002664","triage","LT-004","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.8}","legal"
"ACT0004595","2025-07-31T00:56:07","C0003555","L0003556","triage","OP-006","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.75}","legal"
"ACT0004596","2025-07-29T05:58:39","C0003555","L0003556","triage","EN-019","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.84}","none"
"ACT0004597","2025-07-11T06:50:13","C0003555","L0003556","optimize","EN-015","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.8}","complaint"
"ACT0004598","2025-05-15T18:48:18","C0003815","L0003816","triage","LT-005","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.9}","complaint"
"ACT0004599","2025-07-04T05:33:03","C0002423","L0002424","handoff","EN-014","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.87}","complex_request"
"ACT0004600","2025-07-14T08:40:27","C0003566","L0003567","handoff","LT-007","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.67}","none"
"ACT0004601","2025-08-02T23:53:20","C0003566","L0003567","handoff","EN-015","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.9}","none"
"ACT0004602","2025-06-30T12:11:49","C0003566","L0003567","escalate","OP-006","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.92}","complaint"
"ACT0004603","2025-06-16T11:18:47","C0003566","L0003567","pause_campaign","OP-005","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.6}","high_value"
"ACT0004604","2025-08-03T16:39:18","C0000431","L0000431","handoff","EN-007","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.9}","high_value"
"ACT0004605","2025-08-22T04:12:34","C0004479","L0004480","update_segment","EN-009","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.91}","legal"
"ACT0004606","2025-07-27T18:13:14","C0004479","L0004480","escalate","OP-002","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.78}","none"
